frame,tipo_objeto,confianza,id_tracking,x1,y1,x2,y2,mx1,my1,mx2,my2,confianza_matricula,texto_matricula
365,car,0.7,24,1301,319,1343,350,,,,,,
365,person,0.74,7,722,279,758,401,,,,,,
366,car,0.7,15,1144,315,1192,347,,,,,,
366,person,0.77,10,685,284,725,396,,,,,,
366,car,0.69,24,1301,319,1343,350,,,,,,
366,person,0.76,7,723,280,759,402,,,,,,
366,car,0.6,23,1341,324,1395,354,,,,,,
367,car,0.71,15,1144,315,1192,347,,,,,,
367,person,0.77,10,685,283,726,396,,,,,,
367,car,0.7,24,1301,319,1343,350,,,,,,
367,person,0.76,7,723,280,760,402,,,,,,
367,car,0.6,23,1341,324,1395,354,,,,,,
368,car,0.71,15,1144,315,1192,347,,,,,,
368,person,0.74,10,686,283,727,395,,,,,,
368,car,0.69,24,1301,319,1343,350,,,,,,
368,person,0.79,7,724,280,761,401,,,,,,
369,car,0.71,15,1144,315,1192,347,,,,,,
369,person,0.75,10,686,283,728,395,,,,,,
369,car,0.69,24,1301,320,1343,350,,,,,,
369,person,0.78,7,724,280,761,401,,,,,,
370,car,0.71,15,1144,315,1192,347,,,,,,
370,person,0.79,10,687,282,728,396,,,,,,
370,car,0.69,24,1301,320,1343,350,,,,,,
370,person,0.78,7,725,279,762,401,,,,,,
371,car,0.71,15,1144,315,1192,347,,,,,,
371,person,0.81,10,689,282,729,395,,,,,,
371,car,0.69,24,1302,320,1343,350,,,,,,
371,person,0.78,7,725,278,764,401,,,,,,
372,car,0.71,15,1144,315,1192,347,,,,,,
372,person,0.82,10,689,281,730,394,,,,,,
372,car,0.69,24,1302,320,1343,350,,,,,,
372,person,0.75,7,725,278,765,401,,,,,,
372,person,0.61,2,880,290,909,366,,,,,,
373,car,0.71,15,1144,315,1192,347,,,,,,
373,person,0.82,10,690,281,730,394,,,,,,
373,car,0.69,24,1302,320,1344,350,,,,,,
373,person,0.75,7,725,278,765,401,,,,,,
374,car,0.71,15,1144,315,1192,347,,,,,,
374,person,0.81,10,690,281,731,394,,,,,,
374,car,0.69,24,1302,320,1344,350,,,,,,
374,person,0.78,7,726,279,765,401,,,,,,
374,person,0.65,2,881,289,910,367,,,,,,
375,car,0.72,15,1144,315,1192,347,,,,,,
375,person,0.77,10,690,281,732,394,,,,,,
375,car,0.69,24,1302,320,1344,350,,,,,,
375,person,0.76,7,726,279,766,400,,,,,,
376,car,0.72,15,1144,315,1192,347,,,,,,
376,person,0.82,10,693,282,733,394,,,,,,
376,car,0.69,24,1302,320,1344,350,,,,,,
376,person,0.75,7,728,280,767,400,,,,,,
376,person,0.62,2,881,288,910,366,,,,,,
377,car,0.72,15,1144,315,1192,348,,,,,,
377,person,0.8,10,695,282,733,394,,,,,,
377,car,0.69,24,1302,320,1344,349,,,,,,
377,person,0.74,7,728,281,767,400,,,,,,
377,person,0.6,2,882,289,911,365,,,,,,
378,car,0.73,15,1144,315,1192,348,,,,,,
378,person,0.77,10,696,283,734,394,,,,,,
378,car,0.7,24,1303,320,1343,349,,,,,,
378,person,0.78,7,730,283,768,400,,,,,,
378,person,0.67,2,884,288,911,366,,,,,,
379,car,0.73,15,1144,315,1192,348,,,,,,
379,person,0.77,10,697,283,734,394,,,,,,
379,car,0.7,24,1303,319,1343,349,,,,,,
379,person,0.78,7,731,283,768,400,,,,,,
379,person,0.67,2,884,288,912,366,,,,,,
380,car,0.73,15,1144,315,1192,348,,,,,,
380,person,0.77,10,697,285,734,394,,,,,,
380,car,0.7,24,1303,319,1343,349,,,,,,
380,person,0.77,7,732,284,769,398,,,,,,
380,person,0.67,2,885,287,912,366,,,,,,
381,car,0.73,15,1144,315,1192,348,,,,,,
381,person,0.79,10,697,286,735,394,,,,,,
381,car,0.7,24,1303,319,1343,349,,,,,,
381,person,0.76,7,733,283,769,397,,,,,,
381,person,0.67,2,886,287,912,366,,,,,,
382,car,0.74,15,1144,315,1192,348,,,,,,
382,person,0.8,10,698,286,735,394,,,,,,
382,car,0.7,24,1303,319,1343,349,,,,,,
382,person,0.75,7,734,282,770,397,,,,,,
382,person,0.68,2,887,287,912,365,,,,,,
383,car,0.74,15,1144,315,1192,348,,,,,,
383,person,0.82,10,698,285,736,394,,,,,,
383,car,0.7,24,1303,319,1343,349,,,,,,
383,person,0.72,7,735,281,771,397,,,,,,
383,person,0.68,2,888,287,913,364,,,,,,
384,car,0.74,15,1145,314,1193,348,,,,,,
384,person,0.81,10,698,285,737,393,,,,,,
384,car,0.7,24,1303,319,1343,349,,,,,,
384,person,0.75,7,736,279,773,398,,,,,,
384,person,0.68,2,888,286,915,363,,,,,,
385,car,0.74,15,1145,314,1193,348,,,,,,
385,person,0.81,10,698,285,737,393,,,,,,
385,car,0.7,24,1303,319,1343,349,,,,,,
385,person,0.75,7,736,279,774,398,,,,,,
385,person,0.67,2,889,286,915,363,,,,,,
386,car,0.74,15,1145,314,1193,348,,,,,,
386,person,0.82,10,699,284,737,392,,,,,,
386,car,0.7,24,1303,319,1343,349,,,,,,
386,person,0.73,7,737,279,774,397,,,,,,
386,person,0.65,2,889,286,916,363,,,,,,
387,car,0.74,15,1145,314,1193,348,,,,,,
387,person,0.81,10,699,284,737,392,,,,,,
387,car,0.7,24,1303,320,1343,349,,,,,,
387,person,0.76,7,737,280,775,397,,,,,,
387,person,0.6,2,889,286,917,362,,,,,,
388,car,0.74,15,1145,314,1193,348,,,,,,
388,person,0.83,10,699,283,738,392,,,,,,
388,car,0.7,24,1303,320,1343,349,,,,,,
388,person,0.74,7,738,280,776,395,,,,,,
389,car,0.74,15,1145,314,1193,348,,,,,,
389,person,0.81,10,701,283,739,393,,,,,,
389,car,0.7,24,1303,320,1343,349,,,,,,
389,person,0.72,7,739,281,777,395,,,,,,
390,car,0.74,15,1145,314,1193,349,,,,,,
390,person,0.77,10,702,282,741,394,,,,,,
390,car,0.69,24,1303,320,1343,349,,,,,,
390,person,0.68,7,740,283,777,395,,,,,,
391,car,0.74,15,1145,314,1193,349,,,,,,
391,person,0.77,10,702,282,742,394,,,,,,
391,car,0.69,24,1303,320,1343,349,,,,,,
391,person,0.68,7,741,284,778,395,,,,,,
392,car,0.74,15,1145,314,1193,349,,,,,,
392,person,0.75,10,703,282,742,394,,,,,,
392,car,0.69,24,1303,320,1343,349,,,,,,
392,person,0.69,7,742,286,779,395,,,,,,
393,car,0.73,15,1145,314,1193,348,,,,,,
393,person,0.77,10,704,282,742,393,,,,,,
393,car,0.7,24,1303,320,1343,349,,,,,,
393,person,0.66,7,743,288,779,393,,,,,,
394,car,0.74,15,1145,314,1193,349,,,,,,
394,person,0.78,10,705,282,743,393,,,,,,
394,car,0.7,24,1303,320,1343,348,,,,,,
394,person,0.62,7,743,288,781,393,,,,,,
395,car,0.73,15,1145,313,1193,348,,,,,,
395,person,0.8,10,706,282,743,393,,,,,,
395,car,0.7,24,1303,320,1343,348,,,,,,
395,person,0.62,7,744,287,783,394,,,,,,
396,car,0.74,15,1145,313,1194,348,,,,,,
396,person,0.78,10,707,283,744,393,,,,,,
396,car,0.7,24,1303,320,1343,348,,,,,,
396,person,0.67,7,746,288,785,395,,,,,,
397,car,0.74,15,1145,313,1194,348,,,,,,
397,person,0.78,10,708,283,745,393,,,,,,
397,car,0.7,24,1303,320,1343,348,,,,,,
397,person,0.67,7,747,289,786,395,,,,,,
398,car,0.74,15,1145,313,1194,348,,,,,,
398,person,0.78,10,709,284,745,393,,,,,,
398,car,0.7,24,1303,320,1343,348,,,,,,
398,person,0.65,7,748,288,788,394,,,,,,
399,car,0.74,15,1145,313,1194,348,,,,,,
399,person,0.8,10,710,283,746,393,,,,,,
399,car,0.7,24,1303,320,1343,348,,,,,,
399,person,0.73,7,748,286,789,395,,,,,,
400,car,0.75,15,1145,312,1194,348,,,,,,
400,person,0.82,10,711,283,747,393,,,,,,
400,car,0.71,24,1303,320,1343,348,,,,,,
400,person,0.78,7,750,285,789,395,,,,,,
401,car,0.76,15,1145,312,1194,348,,,,,,
401,person,0.82,10,712,283,749,393,,,,,,
401,car,0.71,24,1303,320,1343,348,,,,,,
401,person,0.73,7,752,284,789,395,,,,,,
402,car,0.77,15,1145,311,1194,348,,,,,,
402,person,0.79,10,713,284,750,392,,,,,,
402,car,0.72,24,1303,320,1343,348,,,,,,
402,person,0.74,7,753,283,790,393,,,,,,
402,car,0.6,25,1341,324,1395,355,,,,,,
403,car,0.77,15,1145,311,1194,348,,,,,,
403,person,0.79,10,713,284,751,392,,,,,,
403,car,0.72,24,1303,320,1343,348,,,,,,
403,person,0.74,7,753,282,790,393,,,,,,
403,car,0.61,25,1341,324,1395,355,,,,,,
403,car,0.6,26,1425,324,1513,384,,,,,,
404,car,0.77,15,1145,311,1194,348,,,,,,
404,person,0.81,10,713,284,751,392,,,,,,
404,car,0.71,24,1303,320,1343,348,,,,,,
404,person,0.78,7,753,282,791,393,,,,,,
404,car,0.61,25,1341,324,1395,355,,,,,,
405,car,0.77,15,1145,311,1194,348,,,,,,
405,person,0.82,10,714,284,751,391,,,,,,
405,car,0.71,24,1303,319,1343,349,,,,,,
405,person,0.79,7,754,282,792,393,,,,,,
405,car,0.61,25,1341,324,1395,355,,,,,,
406,car,0.76,15,1145,311,1194,348,,,,,,
406,person,0.8,10,714,282,752,390,,,,,,
406,car,0.72,24,1303,320,1343,349,,,,,,
406,person,0.76,7,754,281,794,393,,,,,,
406,car,0.61,25,1341,324,1395,355,,,,,,
407,car,0.77,15,1145,311,1194,348,,,,,,
407,person,0.82,10,715,282,753,389,,,,,,
407,car,0.71,24,1303,320,1343,349,,,,,,
407,person,0.77,7,755,281,795,393,,,,,,
407,car,0.6,25,1341,324,1395,355,,,,,,
408,car,0.76,15,1145,311,1194,348,,,,,,
408,person,0.81,10,716,281,754,390,,,,,,
408,car,0.71,24,1303,320,1343,349,,,,,,
408,person,0.75,7,755,281,795,393,,,,,,
408,car,0.6,25,1341,324,1395,355,,,,,,
409,car,0.77,15,1145,311,1194,348,,,,,,
409,person,0.81,10,717,281,754,390,,,,,,
409,car,0.72,24,1303,320,1343,349,,,,,,
409,person,0.75,7,756,282,795,393,,,,,,
409,car,0.61,25,1341,324,1395,355,,,,,,
410,car,0.77,15,1145,311,1194,349,,,,,,
410,person,0.78,10,718,280,756,391,,,,,,
410,car,0.72,24,1303,320,1343,349,,,,,,
410,person,0.78,7,756,282,797,393,,,,,,
410,car,0.6,25,1341,324,1395,355,,,,,,
411,car,0.77,15,1145,311,1194,349,,,,,,
411,person,0.78,10,719,280,758,392,,,,,,
411,car,0.71,24,1303,320,1343,349,,,,,,
411,person,0.79,7,757,283,799,394,,,,,,
412,car,0.76,15,1145,311,1195,349,,,,,,
412,person,0.79,10,720,280,758,392,,,,,,
412,car,0.71,24,1303,320,1343,349,,,,,,
412,person,0.8,7,758,283,800,393,,,,,,
412,car,0.6,25,1341,324,1395,355,,,,,,
413,car,0.76,15,1145,311,1195,349,,,,,,
413,person,0.85,10,721,280,758,390,,,,,,
413,car,0.72,24,1303,319,1343,349,,,,,,
413,person,0.79,7,759,285,800,392,,,,,,
414,car,0.77,15,1145,311,1195,349,,,,,,
414,person,0.83,10,722,280,759,391,,,,,,
414,car,0.72,24,1303,319,1343,349,,,,,,
414,person,0.8,7,760,285,800,392,,,,,,
415,car,0.77,15,1145,310,1195,349,,,,,,
415,person,0.84,10,723,280,759,391,,,,,,
415,car,0.72,24,1303,319,1343,349,,,,,,
415,person,0.8,7,761,285,801,392,,,,,,
416,car,0.77,15,1145,310,1195,349,,,,,,
416,person,0.82,10,723,281,760,391,,,,,,
416,car,0.72,24,1303,319,1343,349,,,,,,
416,person,0.79,7,761,285,801,392,,,,,,
417,car,0.77,15,1145,310,1195,349,,,,,,
417,person,0.84,10,724,281,761,391,,,,,,
417,car,0.72,24,1303,319,1343,349,,,,,,
417,person,0.78,7,763,285,801,392,,,,,,
418,car,0.77,15,1145,310,1195,350,,,,,,
418,person,0.83,10,726,280,762,392,,,,,,
418,car,0.72,24,1303,319,1343,349,,,,,,
418,person,0.78,7,763,285,802,393,,,,,,
418,car,0.6,25,1340,324,1395,354,,,,,,
419,car,0.77,15,1145,310,1195,350,,,,,,
419,person,0.82,10,727,279,763,392,,,,,,
419,car,0.73,24,1303,319,1343,349,,,,,,
419,person,0.78,7,763,286,803,394,,,,,,
419,car,0.6,25,1340,324,1395,354,,,,,,
420,car,0.77,15,1145,310,1195,350,,,,,,
420,person,0.8,10,728,278,765,391,,,,,,
420,car,0.73,24,1303,319,1343,349,,,,,,
420,person,0.75,7,764,284,803,394,,,,,,
420,car,0.61,25,1340,324,1395,354,,,,,,
421,car,0.77,15,1145,310,1195,350,,,,,,
421,person,0.8,10,728,278,766,390,,,,,,
421,car,0.73,24,1303,319,1343,349,,,,,,
421,person,0.75,7,764,283,804,394,,,,,,
421,car,0.61,25,1340,324,1395,354,,,,,,
422,car,0.77,15,1144,310,1195,350,,,,,,
422,person,0.81,10,729,278,765,389,,,,,,
422,car,0.73,24,1303,319,1343,349,,,,,,
422,person,0.75,7,766,282,804,394,,,,,,
422,car,0.61,25,1340,324,1395,354,,,,,,
423,car,0.76,15,1145,310,1195,350,,,,,,
423,person,0.79,10,729,279,765,389,,,,,,
423,car,0.73,24,1303,319,1343,349,,,,,,
423,person,0.78,7,768,281,805,394,,,,,,
423,car,0.61,25,1340,324,1395,354,,,,,,
424,car,0.78,15,1145,310,1195,350,,,,,,
424,person,0.82,10,729,280,765,388,,,,,,
424,car,0.73,24,1303,319,1343,349,,,,,,
424,person,0.79,7,770,281,804,394,,,,,,
424,car,0.61,25,1340,324,1395,354,,,,,,
425,car,0.77,15,1145,309,1195,350,,,,,,
425,person,0.82,10,730,282,766,388,,,,,,
425,car,0.74,24,1303,319,1343,349,,,,,,
425,person,0.78,7,771,282,805,394,,,,,,
425,car,0.61,25,1340,324,1395,354,,,,,,
426,car,0.77,15,1144,309,1195,351,,,,,,
426,person,0.79,10,730,284,765,388,,,,,,
426,car,0.73,24,1303,319,1343,349,,,,,,
426,person,0.78,7,772,283,806,393,,,,,,
426,car,0.61,25,1340,324,1395,354,,,,,,
427,car,0.77,15,1145,309,1195,351,,,,,,
427,person,0.8,10,731,284,765,388,,,,,,
427,car,0.73,24,1303,319,1343,349,,,,,,
427,person,0.78,7,772,283,806,393,,,,,,
427,car,0.61,25,1340,324,1395,354,,,,,,
428,car,0.77,15,1144,309,1195,351,,,,,,
428,person,0.79,10,732,286,767,388,,,,,,
428,car,0.72,24,1303,319,1342,349,,,,,,
428,person,0.78,7,774,285,807,392,,,,,,
428,car,0.6,25,1340,324,1395,354,,,,,,
429,car,0.77,15,1144,309,1195,351,,,,,,
429,person,0.81,10,734,286,768,388,,,,,,
429,car,0.72,24,1303,319,1342,349,,,,,,
429,person,0.77,7,774,287,808,392,,,,,,
429,car,0.6,25,1340,324,1395,354,,,,,,
430,car,0.77,15,1144,309,1195,351,,,,,,
430,person,0.83,10,736,286,770,388,,,,,,
430,car,0.72,24,1303,319,1343,349,,,,,,
430,person,0.79,7,775,286,809,392,,,,,,
430,car,0.61,25,1341,324,1395,354,,,,,,
431,car,0.77,15,1144,309,1195,351,,,,,,
431,person,0.8,10,737,287,771,388,,,,,,
431,car,0.71,24,1303,319,1343,349,,,,,,
431,person,0.79,7,776,284,809,391,,,,,,
431,car,0.61,25,1341,324,1395,355,,,,,,
431,car,0.64,27,977,308,1043,341,,,,,,
432,car,0.78,15,1144,309,1195,351,,,,,,
432,person,0.76,10,737,287,772,388,,,,,,
432,car,0.71,24,1303,320,1343,349,,,,,,
432,person,0.8,7,777,284,810,391,,,,,,
432,car,0.61,25,1341,324,1395,355,,,,,,
432,car,0.64,27,977,308,1043,341,,,,,,
433,car,0.78,15,1143,309,1195,351,,,,,,
433,person,0.77,10,737,287,773,388,,,,,,
433,car,0.71,24,1303,320,1343,349,,,,,,
433,person,0.8,7,777,284,810,391,,,,,,
433,car,0.61,25,1341,324,1395,355,,,,,,
433,car,0.64,27,977,308,1043,341,,,,,,
434,car,0.78,15,1143,309,1195,351,,,,,,
434,person,0.73,10,738,286,773,388,,,,,,
434,car,0.72,24,1303,320,1343,349,,,,,,
434,person,0.78,7,777,283,811,391,,,,,,
434,car,0.61,25,1341,324,1395,355,,,,,,
434,car,0.66,27,977,307,1042,341,,,,,,
435,car,0.79,15,1143,309,1195,351,,,,,,
435,person,0.77,10,738,286,774,388,,,,,,
435,car,0.72,24,1303,320,1343,349,,,,,,
435,person,0.76,7,777,284,812,390,,,,,,
435,car,0.6,25,1342,324,1396,355,,,,,,
435,car,0.69,27,978,307,1043,341,,,,,,
436,car,0.78,15,1143,309,1195,351,,,,,,
436,person,0.78,10,740,286,775,388,,,,,,
436,car,0.72,24,1303,320,1343,349,,,,,,
436,person,0.77,7,778,284,814,389,,,,,,
436,car,0.61,25,1342,324,1396,355,,,,,,
436,car,0.71,27,979,307,1043,341,,,,,,
436,person,0.65,28,905,291,929,361,,,,,,
437,car,0.78,15,1143,309,1195,351,,,,,,
437,person,0.81,10,741,286,776,388,,,,,,
437,car,0.72,24,1303,320,1343,349,,,,,,
437,person,0.78,7,779,284,815,389,,,,,,
437,car,0.61,25,1342,324,1395,355,,,,,,
437,car,0.69,27,980,307,1044,341,,,,,,
437,person,0.63,28,904,291,929,361,,,,,,
438,car,0.78,15,1143,309,1195,351,,,,,,
438,person,0.81,10,742,286,778,387,,,,,,
438,car,0.72,24,1303,320,1343,349,,,,,,
438,person,0.8,7,779,284,816,390,,,,,,
438,car,0.61,25,1342,324,1395,355,,,,,,
438,car,0.69,27,980,306,1046,342,,,,,,
438,person,0.63,28,905,291,929,361,,,,,,
439,car,0.79,15,1143,309,1195,351,,,,,,
439,person,0.81,10,743,286,778,387,,,,,,
439,car,0.72,24,1303,320,1343,349,,,,,,
439,person,0.8,7,779,284,816,390,,,,,,
439,car,0.61,25,1342,324,1395,355,,,,,,
439,car,0.69,27,980,306,1046,342,,,,,,
439,person,0.63,28,905,292,929,361,,,,,,
440,car,0.79,15,1143,309,1196,351,,,,,,
440,person,0.83,10,744,285,780,387,,,,,,
440,car,0.72,24,1303,320,1343,349,,,,,,
440,person,0.81,7,780,285,817,390,,,,,,
440,car,0.62,25,1342,324,1395,355,,,,,,
440,car,0.71,27,980,306,1049,342,,,,,,
440,person,0.62,28,905,292,929,361,,,,,,
440,car,0.6,30,1425,324,1513,384,,,,,,
441,car,0.79,15,1143,309,1196,351,,,,,,
441,person,0.84,10,745,285,780,386,,,,,,
441,car,0.72,24,1303,320,1343,349,,,,,,
441,person,0.8,7,780,286,817,391,,,,,,
441,car,0.61,25,1342,324,1395,355,,,,,,
441,car,0.73,27,980,306,1051,343,,,,,,
441,car,0.72,31,1866,436,1919,561,,,,,,
442,car,0.8,15,1143,309,1196,352,,,,,,
442,person,0.83,10,746,285,781,386,,,,,,
442,car,0.72,24,1303,320,1343,349,,,,,,
442,person,0.79,7,781,287,817,390,,,,,,
442,car,0.62,25,1342,324,1395,355,,,,,,
442,car,0.72,27,981,306,1052,343,,,,,,
442,car,0.8,31,1847,428,1919,556,,,,,,
442,car,0.62,30,1426,324,1513,384,,,,,,
443,car,0.81,15,1143,309,1196,352,,,,,,
443,person,0.81,10,747,285,781,386,,,,,,
443,car,0.74,24,1303,319,1343,349,,,,,,
443,person,0.77,7,782,287,817,389,,,,,,
443,car,0.62,25,1341,324,1395,355,,,,,,
443,car,0.71,27,981,306,1052,343,,,,,,
443,car,0.84,31,1824,417,1919,550,,,,,,
443,car,0.61,30,1426,324,1513,384,,,,,,
444,car,0.8,15,1142,309,1196,352,,,,,,
444,person,0.82,10,748,285,782,387,,,,,,
444,car,0.73,24,1303,319,1343,349,,,,,,
444,person,0.73,7,782,287,817,388,,,,,,
444,car,0.62,25,1341,324,1395,355,,,,,,
444,car,0.72,27,981,306,1053,343,,,,,,
444,car,0.86,31,1802,393,1919,543,,,,,,
444,car,0.62,30,1426,324,1513,384,,,,,,
445,car,0.8,15,1142,310,1196,352,,,,,,
445,person,0.81,10,748,285,782,387,,,,,,
445,car,0.73,24,1303,319,1343,349,,,,,,
445,person,0.72,7,783,287,817,388,,,,,,
445,car,0.62,25,1341,324,1395,355,,,,,,
445,car,0.72,27,981,306,1053,343,,,,,,
445,car,0.85,31,1791,385,1919,541,,,,,,
445,car,0.62,30,1426,324,1513,384,,,,,,
446,car,0.8,15,1142,310,1196,352,,,,,,
446,person,0.81,10,748,284,783,387,,,,,,
446,car,0.73,24,1303,319,1343,349,,,,,,
446,person,0.74,7,783,286,818,387,,,,,,
446,car,0.62,25,1341,324,1395,355,,,,,,
446,car,0.71,27,981,306,1053,343,,,,,,
446,car,0.89,31,1775,375,1919,539,,,,,,
446,car,0.62,30,1426,324,1513,384,,,,,,
447,car,0.8,15,1142,310,1196,352,,,,,,
447,person,0.81,10,748,283,784,386,,,,,,
447,car,0.73,24,1303,319,1343,349,,,,,,
447,person,0.75,7,784,286,819,387,,,,,,
447,car,0.62,25,1341,324,1395,355,,,,,,
447,car,0.72,27,981,307,1054,342,,,,,,
447,car,0.87,31,1758,362,1919,536,,,,,,
447,car,0.63,30,1426,324,1513,384,,,,,,
448,car,0.8,15,1142,310,1196,353,,,,,,
448,person,0.81,10,749,284,785,386,,,,,,
448,car,0.74,24,1303,319,1343,349,,,,,,
448,person,0.77,7,784,285,819,387,,,,,,
448,car,0.62,25,1341,324,1395,355,,,,,,
448,car,0.71,27,983,307,1055,342,,,,,,
448,car,0.87,31,1740,352,1919,533,,,,,,
448,car,0.62,30,1426,324,1513,384,,,,,,
449,car,0.8,15,1141,310,1196,353,,,,,,
449,person,0.85,10,749,284,785,386,,,,,,
449,car,0.73,24,1303,319,1343,349,,,,,,
449,person,0.81,7,785,285,819,387,,,,,,
449,car,0.61,25,1341,324,1395,355,,,,,,
449,car,0.73,27,983,308,1056,342,,,,,,
449,car,0.9,31,1723,346,1919,545,,,,,,
449,car,0.61,30,1426,324,1513,384,,,,,,
450,car,0.8,15,1141,310,1196,353,,,,,,
450,person,0.85,10,750,284,785,386,,,,,,
450,car,0.73,24,1303,319,1343,349,,,,,,
450,person,0.81,7,786,284,819,387,,,,,,
450,car,0.61,25,1341,324,1395,355,,,,,,
450,car,0.7,27,984,308,1056,342,,,,,,
450,car,0.92,31,1706,343,1919,552,,,,,,
450,car,0.62,30,1426,324,1513,384,,,,,,
451,car,0.8,15,1141,310,1196,353,,,,,,
451,person,0.85,10,750,284,785,386,,,,,,
451,car,0.73,24,1303,319,1343,349,,,,,,
451,person,0.81,7,786,284,819,387,,,,,,
451,car,0.61,25,1341,324,1395,355,,,,,,
451,car,0.7,27,985,308,1056,342,,,,,,
451,car,0.92,31,1700,343,1919,555,,,,,,
451,car,0.61,30,1426,324,1513,384,,,,,,
452,car,0.8,15,1141,310,1196,353,,,,,,
452,person,0.87,10,750,284,786,386,,,,,,
452,car,0.72,24,1303,319,1343,349,,,,,,
452,person,0.8,7,786,284,820,387,,,,,,
452,car,0.61,25,1341,324,1395,355,,,,,,
452,car,0.72,27,986,308,1055,342,,,,,,
452,car,0.93,31,1688,342,1919,554,,,,,,
452,car,0.61,30,1426,324,1513,384,,,,,,
453,car,0.79,15,1141,310,1196,354,,,,,,
453,person,0.87,10,751,284,786,386,,,,,,
453,car,0.72,24,1303,319,1343,349,,,,,,
453,person,0.8,7,786,284,820,387,,,,,,
453,car,0.61,25,1341,324,1395,355,,,,,,
453,car,0.68,27,987,308,1055,342,,,,,,
453,car,0.91,31,1673,341,1919,550,,,,,,
453,car,0.61,30,1425,324,1513,384,,,,,,
454,car,0.79,15,1141,310,1196,354,,,,,,
454,person,0.85,10,751,284,787,386,,,,,,
454,car,0.73,24,1303,320,1343,349,,,,,,
454,person,0.79,7,786,284,821,386,,,,,,
454,car,0.61,25,1341,324,1395,355,,,,,,
454,car,0.68,27,989,308,1062,342,,,,,,
454,car,0.92,31,1660,339,1919,542,,,,,,
454,car,0.61,30,1425,324,1513,384,,,,,,
455,car,0.79,15,1141,309,1197,354,,,,,,
455,person,0.81,10,751,284,789,385,,,,,,
455,car,0.73,24,1303,320,1343,349,,,,,,
455,person,0.74,7,787,285,822,386,,,,,,
455,car,0.61,25,1341,324,1395,355,,,,,,
455,car,0.67,27,990,308,1065,342,,,,,,
455,car,0.92,31,1647,338,1919,535,,,,,,
455,car,0.6,30,1425,324,1513,384,,,,,,
456,car,0.79,15,1141,309,1197,354,,,,,,
456,person,0.82,10,752,284,790,385,,,,,,
456,car,0.71,24,1303,320,1343,349,,,,,,
456,person,0.76,7,789,285,822,386,,,,,,
456,car,0.6,25,1341,324,1395,355,,,,,,
456,car,0.7,27,991,309,1069,342,,,,,,
456,car,0.92,31,1634,337,1919,528,,,,,,
457,car,0.79,15,1141,309,1197,354,,,,,,
457,person,0.82,10,753,283,790,384,,,,,,
457,car,0.71,24,1303,320,1343,349,,,,,,
457,person,0.76,7,790,286,823,386,,,,,,
457,car,0.6,25,1341,324,1396,355,,,,,,
457,car,0.7,27,992,309,1070,342,,,,,,
457,car,0.92,31,1629,337,1919,526,,,,,,
458,car,0.8,15,1141,309,1197,354,,,,,,
458,person,0.78,10,753,283,791,384,,,,,,
458,car,0.71,24,1303,320,1343,349,,,,,,
458,person,0.76,7,790,286,824,385,,,,,,
458,car,0.6,25,1340,324,1396,355,,,,,,
458,car,0.72,27,993,309,1071,342,,,,,,
458,car,0.92,31,1621,337,1919,521,,,,,,
459,car,0.79,15,1140,309,1197,354,,,,,,
459,person,0.82,10,754,283,792,384,,,,,,
459,car,0.72,24,1303,319,1343,349,,,,,,
459,person,0.75,7,791,287,825,385,,,,,,
459,car,0.73,27,994,310,1072,342,,,,,,
459,car,0.91,31,1611,336,1919,519,,,,,,
460,car,0.79,15,1140,309,1197,354,,,,,,
460,person,0.82,10,756,282,792,385,,,,,,
460,car,0.72,24,1303,319,1343,349,,,,,,
460,person,0.71,7,792,289,826,386,,,,,,
460,car,0.74,27,995,310,1074,342,,,,,,
460,car,0.91,31,1600,336,1919,518,,,,,,
461,car,0.79,15,1140,309,1197,355,,,,,,
461,person,0.84,10,756,282,792,386,,,,,,
461,car,0.73,24,1303,319,1343,349,,,,,,
461,person,0.73,7,793,290,827,387,,,,,,
461,car,0.77,27,997,310,1075,343,,,,,,
461,car,0.9,31,1590,335,1919,514,,,,,,
462,car,0.79,15,1139,309,1197,355,,,,,,
462,person,0.84,10,757,282,792,386,,,,,,
462,car,0.72,24,1303,319,1343,349,,,,,,
462,person,0.73,7,793,290,828,387,,,,,,
462,car,0.75,27,999,311,1076,343,,,,,,
462,car,0.91,31,1579,335,1919,509,,,,,,
463,car,0.79,15,1139,309,1197,355,,,,,,
463,person,0.84,10,757,282,792,386,,,,,,
463,car,0.73,24,1303,319,1343,349,,,,,,
463,person,0.73,7,793,290,828,386,,,,,,
463,car,0.75,27,1000,311,1077,343,,,,,,
463,car,0.91,31,1575,335,1919,508,,,,,,
464,car,0.79,15,1139,309,1197,355,,,,,,
464,person,0.84,10,757,282,793,385,,,,,,
464,car,0.73,24,1303,319,1343,349,,,,,,
464,person,0.75,7,794,288,829,385,,,,,,
464,car,0.73,27,1000,311,1077,343,,,,,,
464,car,0.92,31,1568,336,1910,506,,,,,,
464,car,0.62,25,1340,324,1396,355,,,,,,
465,car,0.78,15,1139,309,1197,355,,,,,,
465,person,0.82,10,758,282,794,385,,,,,,
465,car,0.73,24,1303,319,1343,349,,,,,,
465,person,0.79,7,795,288,829,385,,,,,,
465,car,0.68,27,1000,311,1077,343,,,,,,
465,car,0.91,31,1561,335,1894,502,,,,,,
465,car,0.6,25,1340,324,1396,355,,,,,,
466,car,0.77,15,1139,309,1197,356,,,,,,
466,person,0.82,10,760,282,795,385,,,,,,
